2state_t,6,7,8,9,10,11,12,13,14,15
2state_Q,0.8471025320565341,0.8393122430382278,0.902359952073446,0.8017528012610077,0.8246385223858221,0.6416983412269839,0.7326810389779771,0.0,0.492529876860368,8.979642075015254e-283
2state_dZ0_q0_mean,-1.47855958919184,-1.48586309774851,-1.4790660101141118,-1.4590316635311806,-1.47278287497296,-1.4597162053122086,-1.4645048631768443,-1.3900426769887047,-1.4779981542812908,-1.38790754615496
2state_dZ0_q0_sdev,0.007950496635174858,0.00719763576174156,0.011371872608159752,0.010027998777430883,0.015876379327848182,0.01082204338789526,0.01593895069714397,0.0018547290162950825,0.0038570489378778453,0.0012623772426598458
2state_dgV_q0_mean,-4.404274495964566,-4.480935001033504,-4.368737660526921,-4.33341911068115,-4.3433200470567535,-4.3730723841999195,-4.320370255830846,-4.336119430648434,-4.221189767474131,-4.22409365237407
2state_dgV_q0_sdev,0.04801600576128471,0.07399767052941876,0.11405253393434006,0.05900947094835481,0.06796329367434295,0.05419288854935333,0.10618076071213377,0.04567031453110772,0.12070707319841899,0.013747798029539158
2state_dZ0_q1_mean,-1.4883562898597156,-1.4967464844899712,-1.489728033738163,-1.4722705645678025,-1.485473519390702,-1.471857870257749,-1.4760186896228407,-1.4045794783498124,-1.487103619215083,-1.3951661379639881
2state_dZ0_q1_sdev,0.009026427459130446,0.007225763037862889,0.011833833103504063,0.009201521182595944,0.01735223410818766,0.01221460860540862,0.0172029375123664,0.0016859499187718205,0.004179883738088941,0.0009955104241138456
2state_dgV_q1_mean,-4.0510063578668785,-4.081092987089629,-3.9188834545403504,-3.8408423207742315,-3.8474220881834493,-3.893865441286646,-3.8668605423209774,-4.040862630278972,-3.8260587817698175,-3.98227657472725
2state_dgV_q1_sdev,0.058948037856962815,0.07042117723899571,0.09414034809021256,0.05916575977653626,0.06790511216871707,0.05626214460915834,0.1114131031782373,0.04357360286598084,0.08500766269021887,0.011557780064519027
