2state_t,3,4,5,6,7
2state_Q,0.9539958635620097,0.0,0.8264157896352765,0.8625003690053434,0.6351987525333681
2state_dZ0_q0_mean,-1.4720837750912128,-1.3747831279890295,-1.4734069438958546,-1.471777563915204,-1.4711382838142257
2state_dZ0_q0_sdev,0.010908484751457954,0.0014706270150539697,0.022894374264737366,0.011227838259388398,0.01613833858660685
2state_dgV_q0_mean,-4.374191072660988,-4.438205868498737,-4.3466355098249005,-4.296526759004947,-4.301409678184388
2state_dgV_q0_sdev,0.1289673362581395,0.0058067659669241885,0.06147029311015464,0.1367934399792253,0.12626609460868288
2state_dZ0_q1_mean,-1.4850002811142782,-1.3864003163203902,-1.48632473367765,-1.4845952940390037,-1.483218540842518
2state_dZ0_q1_sdev,0.011756518110734708,0.0011591050511268982,0.02370694963118274,0.012063136708274422,0.016958852826899597
2state_dgV_q1_mean,-3.9046077291779655,-4.263335358991015,-3.8567205522331385,-3.8364877986036894,-3.8201869415596073
2state_dgV_q1_sdev,0.11750311204055273,0.00495330311291257,0.0648990023410617,0.12922925793193976,0.12145311018518071
