2state_t,2,3,4,5,6
2state_Q,0.0,0.6764776808289769,0.8333145499305598,0.8359271081330574,0.7579695468560831
2state_dZ0_q0_mean,-1.3904819691662234,-1.4832064779690528,-1.4717503826606309,-1.4726142225657723,-1.4609705585142758
2state_dZ0_q0_sdev,0.0013864876614888167,0.010105696475499,0.01202356885885897,0.020392054909113583,0.02051874398468954
2state_dgV_q0_mean,-3.926876114256934,-4.219242600462678,-4.342924253419575,-4.274656395065798,-4.302445957994891
2state_dgV_q0_sdev,0.00620535828329842,0.13159634867644998,0.05761898927632146,0.15142775084640536,0.12040492845546137
2state_dZ0_q1_mean,-1.385535591835121,-1.494519851804385,-1.4849899320263453,-1.481865521711556,-1.474057486525162
2state_dZ0_q1_sdev,0.0013747717284587648,0.011127155702914645,0.01232937806367022,0.021113345496429316,0.02020232172982735
2state_dgV_q1_mean,-4.001016129085997,-3.794377203677749,-3.8517429065632127,-3.8294531660974998,-3.9124261484901988
2state_dgV_q1_sdev,0.00494846160103675,0.1254582262902568,0.05599713211254143,0.13378840491683852,0.08533008175133665
