q2, gV, +-, dgV, +-
0 , 2.49593865029 , 0.00375221870061 , -0.401753041724 , 0.00395037782578
4 , 1.66384827405 , 0.0289266724554 , -0.220944830306 , 0.00943205511283
16 , 0.63514678458 , 0.128016222983 , -0.0528039209415 , 0.0108656728582
