1state_t,0,1,2,3,4
1state_Q,3.421120676032272e-30,4.8017165623590456e-27,7.809215181860687e-26,7.407158060672088e-24,4.832886123300058e-16
1state_dZ0_q0_mean,-1.5868346990839912,-1.554089601052462,-1.5536399017738975,-1.5491373490278038,-1.5759550707586722
1state_dZ0_q0_sdev,0.020570894743486327,0.004756475683200419,0.009599595128309688,0.004557313894355824,0.021997323033132725
1state_dgV_q0_mean,-3.4718519336555405,-2.8928759947431844,-3.0012342046229614,-3.041270488305262,-3.587875817542947
1state_dgV_q0_sdev,0.05412790123395681,0.06753464072355442,0.057134546881019606,0.09166659903094042,0.12831820396564564
1state_dZ0_q1_mean,-1.5949187757410606,-1.5601634866157705,-1.5593285462018647,-1.5544920879194097,-1.5820105660333934
1state_dZ0_q1_sdev,0.022017456974311185,0.005637199247096575,0.010799955662661861,0.005104919028572475,0.023598674962256153
1state_dgV_q1_mean,-3.881595085028835,-3.367618607005369,-3.290399818279946,-3.325260484054326,-3.662395156185133
1state_dgV_q1_sdev,0.04923502190499472,0.05794183993003732,0.0523388303327374,0.09577440278333721,0.09844459796279999
2state_t,0,1,2,3,4
2state_Q,9.45849430459929e-06,0.7172398641360079,0.9066527956650337,0.9034190100905057,0.8785024561748082
2state_dZ0_q0_mean,-1.5414734741634362,-1.4971083094812003,-1.4851796713045156,-1.4782218599946897,-1.4757433955590311
2state_dZ0_q0_sdev,0.007801237527105425,0.020175777583946074,0.005661284737505513,0.004595294013319947,0.006176272296291169
2state_dgV_q0_mean,-4.530977307580445,-4.305277868428432,-4.271426919991901,-4.246376725209392,-4.2227749871110865
2state_dgV_q0_sdev,0.042974079636032184,0.06971122195090677,0.0454736897540471,0.042228076592557034,0.06003388061970025
2state_dZ0_q1_mean,-1.5517924660036542,-1.5081126373748717,-1.494826983710812,-1.4886598180211654,-1.48595753612063
2state_dZ0_q1_sdev,0.008591066404566326,0.021667763880359507,0.006025776778946334,0.004258693569565055,0.006519084398593536
2state_dgV_q1_mean,-4.305296810392737,-3.9366543994381584,-3.8816335202155177,-3.886709673328696,-3.84551767883685
2state_dgV_q1_sdev,0.0369260301639339,0.06473425884949627,0.04308256109142456,0.04271681488984651,0.055945849919330264
3state_t,0,1,2,3,4
3state_Q,0.9450125460494445,0.9468994590240275,0.9479091149724744,0.9394849027708972,0.0
3state_dZ0_q0_mean,-1.4847926800634026,-1.4852717713958554,-1.4840027039590376,-1.4713269673517495,-1.4171441081357081
3state_dZ0_q0_sdev,0.006451495761345969,0.006464783952780388,0.03322910667579309,0.012664810378570599,0.38656089840816427
3state_dgV_q0_mean,-4.3566922122122795,-4.328185724777645,-4.236856915520692,-4.241906349757962,-4.517027082385985
3state_dgV_q0_sdev,0.038555155625142896,0.0635740461032773,0.19118802647012206,0.10626420591738057,4.149130602966328
3state_dZ0_q1_mean,-1.4948050953494572,-1.493996149505511,-1.494220541977644,-1.4812559044029574,-1.4219898612176627
3state_dZ0_q1_sdev,0.007282494964763008,0.0070219674685680425,0.033318515048786246,0.012191382375335907,0.38030848592465966
3state_dgV_q1_mean,-3.962921158427415,-3.9247150755112847,-3.8118017695835693,-3.845609129745881,-4.2489403604239016
3state_dgV_q1_sdev,0.03964681081367874,0.040163734238765916,0.17164270974947038,0.10183955843885487,3.948133503486777
